model,estimator_description,accuracy,precision,recall,f1,roc_auc,model_path
claude_lightgbm_params_victor,LightGBM con hiperparametros manuales de Claude y dataset propio,0.8850714886459209,0.8643642447418738,0.819046540595629,0.8410954125239839,0.9545424056406966,models\claude_lightgbm_params\victor\best_model.joblib
claude_lightgbm_params_alejandro,LightGBM con hiperparametros manuales de Claude y dataset propio,0.8849873843566022,0.8665223665223665,0.8159891292039406,0.8404968799206858,0.9544939905481225,models\claude_lightgbm_params\alejandro\best_model.joblib
