number,value,datetime_start,datetime_complete,duration,params_bagging_fraction,params_feature_fraction,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,user_attrs_accuracy,user_attrs_f1,user_attrs_precision,user_attrs_recall,user_attrs_roc_auc,state
396,0.8375500766718099,2026-06-01 23:06:32.114132,2026-06-01 23:07:03.243300,0 days 00:00:31.129168,0.8855440956021152,0.9101918237996759,0.01935122832973501,16,10,0.004246032035608707,1280,207,0.0023991666199090858,2.8611301644081693e-08,0.8786867405252131,0.8375500766718099,0.8337288813678866,0.8414403618740659,0.9506144874601453,COMPLETE
397,0.8377542495898486,2026-06-01 23:07:03.251926,2026-06-01 23:07:34.266010,0 days 00:00:31.014084,0.8832665799312887,0.916499269196349,0.019315380301718296,16,10,0.006180670635855864,1280,207,0.002465665877248638,1.7116078176462044e-08,0.8788341522830345,0.8377542495898486,0.8339191795122294,0.8416670325013292,0.9505464131508012,COMPLETE
398,0.8368732849205943,2026-06-01 23:07:34.280787,2026-06-01 23:08:05.051974,0 days 00:00:30.771187,0.8848468055228034,0.7778692095968363,0.019307591447902922,16,10,0.004224851204573841,1280,207,0.002507148722883122,1.261123022395675e-08,0.8781813127706646,0.8368732849205943,0.8330855420075994,0.8407321353400169,0.9505454878234875,COMPLETE
399,0.8368724135527094,2026-06-01 23:08:05.061533,2026-06-01 23:08:36.133318,0 days 00:00:31.071785,0.880114815021993,0.9153280468379889,0.019425451910749642,16,10,0.0029877532560905057,1280,207,0.0023643627065963557,2.1802668550771878e-08,0.8782655526700599,0.8368724135527094,0.8336352463038375,0.8401655622986143,0.9507944536728296,COMPLETE
400,0.8371070431173218,2026-06-01 23:08:36.143036,2026-06-01 23:09:06.902829,0 days 00:00:30.759793,0.8884325349288478,0.911917313216365,0.019076025826662363,16,10,0.006315853517118176,1260,207,0.0018113387430225118,2.978310414069838e-08,0.878402442548155,0.8371070431173218,0.8336030879030045,0.8406755278731753,0.950517721846723,COMPLETE
401,0.8370990489873797,2026-06-01 23:09:06.912730,2026-06-01 23:09:37.612175,0 days 00:00:30.699445,0.8873031016760135,0.9119798378416833,0.019156592428377087,16,10,0.00670768437765527,1260,207,0.0015035361636352351,1.8933834801357737e-08,0.8783497869148554,0.8370990489873797,0.8332861943092208,0.8409871097007011,0.9505418141458186,COMPLETE
402,0.8361621374138094,2026-06-01 23:09:37.621485,2026-06-01 23:10:08.775298,0 days 00:00:31.153813,0.8748377768520017,0.9164405700564017,0.019087641412113096,16,10,0.0010353460560440075,1280,207,0.0017692362559761335,1.7183766640810072e-08,0.8777390621965185,0.8361621374138094,0.8329670625080604,0.8394290079551547,0.9507682400657641,COMPLETE
403,0.8369835336309169,2026-06-01 23:10:08.785168,2026-06-01 23:10:40.273926,0 days 00:00:31.488758,0.8857829059953275,0.9112639850656942,0.019762642341066856,16,10,0.007028989323206785,1300,207,0.0016384779067132745,4.5194639518892214e-08,0.8784445586726823,0.8369835336309169,0.8344253246988956,0.8395989772192167,0.9506720291638695,COMPLETE
404,0.8284331648474766,2026-06-01 23:10:40.292993,2026-06-01 23:10:50.404163,0 days 00:00:10.111170,0.8852553613417736,0.9116000306078251,0.019520540727277613,16,10,0.007164416720390525,340,207,0.0014227298676854094,2.46204435164929e-08,0.8691046765730306,0.8284331648474766,0.807684654916138,0.85030750552172,0.9457558719159177,COMPLETE
405,0.8369623622578999,2026-06-01 23:10:50.423433,2026-06-01 23:11:22.668504,0 days 00:00:32.245071,0.8686704252515969,0.9174407176456179,0.019760841459519,16,10,0.004585869485031217,1300,207,0.0026169650351254,3.722312185569847e-08,0.8783287311809563,0.8369623622578999,0.8337109104054655,0.8402789096502407,0.9508876574297528,COMPLETE
406,0.8368827674569806,2026-06-01 23:11:22.678261,2026-06-01 23:11:53.925672,0 days 00:00:31.247411,0.8800962484520193,0.8047307293042899,0.019891119425976964,16,10,0.00578088022292823,1300,207,0.0022755980028299335,3.3867747630580114e-08,0.8783076704577045,0.8368827674569806,0.833899234251438,0.8399389350081323,0.9505559700950373,COMPLETE
407,0.8372010254724099,2026-06-01 23:11:53.944113,2026-06-01 23:12:25.813645,0 days 00:00:31.869532,0.8640965176909166,0.9133861097654555,0.018967543281522024,16,10,0.008030271704518303,1300,207,0.0014039481653657117,1.8139572312048448e-08,0.8785077368509553,0.8372010254724099,0.8339350983999134,0.8405338503045394,0.9506237905127213,COMPLETE
408,0.8366696720170027,2026-06-01 23:12:25.822525,2026-06-01 23:12:57.346149,0 days 00:00:31.523624,0.8859907828357575,0.9109464066458934,0.018919978127603616,16,10,0.008518520157661694,1300,207,0.001343199857712909,1.909536475204619e-08,0.8781076030665833,0.8366696720170027,0.8334057481511058,0.8399955858117555,0.950604882216012,COMPLETE
409,0.8369105526635504,2026-06-01 23:12:57.355998,2026-06-01 23:13:29.065639,0 days 00:00:31.709641,0.8628432789021041,0.9176550152025754,0.01933265479734163,16,10,0.0056109773066465845,1300,207,0.000979086036248041,3.269535821849495e-08,0.8783497825907496,0.8369105526635504,0.8340579605061489,0.8398256045096987,0.9506192778589567,COMPLETE
410,0.8370865841119022,2026-06-01 23:13:29.075275,2026-06-01 23:14:01.305205,0 days 00:00:32.229930,0.8666202134695566,0.9113991813663578,0.018439132117900017,16,10,0.00028786766131179073,1320,207,0.002545212975549243,1.2992630665835049e-08,0.8784550848765141,0.8370865841119022,0.8340668689703822,0.8401655526682185,0.9506549806226086,COMPLETE
411,0.8368178277256976,2026-06-01 23:14:01.313940,2026-06-01 23:14:33.557211,0 days 00:00:32.243271,0.8670070987993866,0.9174108118975363,0.018504749651221578,16,10,0.00014170709629719464,1320,207,0.0026367037268681557,1.371741930704037e-08,0.8782444942751728,0.8368178277256976,0.8336975722502268,0.8399956147029429,0.950782423538112,COMPLETE
412,0.8371855727876453,2026-06-01 23:14:33.566738,2026-06-01 23:15:11.457352,0 days 00:00:37.890614,0.850327890161884,0.9118776988941554,0.01860041145199655,16,10,0.003679138365784728,1320,215,0.0020887005262877714,1.051840739644577e-08,0.8786446170829686,0.8371855727876453,0.8349562098101436,0.8394573092809767,0.9507544581467885,COMPLETE
413,0.836741339140386,2026-06-01 23:15:11.466677,2026-06-01 23:15:44.836127,0 days 00:00:33.369450,0.8566517959581963,0.9102824352287882,0.018490878689526438,16,10,0.009740400215036946,1320,215,0.0018309715682319739,1.2298572424669596e-08,0.878328736170309,0.836741339140386,0.8345841023237073,0.8389474303799783,0.950595467797398,COMPLETE
414,0.8362912689901627,2026-06-01 23:15:44.845414,2026-06-01 23:16:18.314672,0 days 00:00:33.469258,0.8560946516414205,0.912316811520228,0.018786495658745215,16,10,0.0032515571319829606,1320,215,0.0015752366299357167,1.1138422101471345e-08,0.8779496564567187,0.8362912689901627,0.8338582529916728,0.8387774394475258,0.9506118941963244,COMPLETE
415,0.8364345027500694,2026-06-01 23:16:18.323258,2026-06-01 23:16:50.666443,0 days 00:00:32.343185,0.8728221840826883,0.9093222504252904,0.01817790401667026,16,10,0.008161069628906184,1280,215,0.0016157756776014574,2.2833361203702533e-08,0.8780233605061999,0.8364345027500694,0.833788592644737,0.8391457226382529,0.9505126411650724,COMPLETE
416,0.837103644629285,2026-06-01 23:16:50.674889,2026-06-01 23:17:22.371245,0 days 00:00:31.696356,0.8775453117856055,0.9183083923102798,0.0198273886198627,16,10,0.0027027527628393755,1300,207,0.0009603483288041998,1.6623707333780307e-08,0.878486675129833,0.837103644629285,0.8342080856391174,0.8400522534685712,0.9506678064180655,COMPLETE
417,0.8364682257584152,2026-06-01 23:17:22.380639,2026-06-01 23:17:56.020489,0 days 00:00:33.639850,0.861964766567514,0.9181413417474185,0.019729944150021463,16,10,0.0028136411713885496,1340,215,0.001028242297964169,1.7225949797347184e-08,0.8782760775433976,0.8364682257584152,0.8353647742075793,0.8376159222185285,0.9506712834296392,COMPLETE
418,0.8366174503448888,2026-06-01 23:17:56.030046,2026-06-01 23:18:27.903674,0 days 00:00:31.873628,0.8773921283269247,0.9139392344008788,0.019191297010121493,16,10,0.006142727007422242,1300,207,0.001024707552211752,2.6258850765958387e-08,0.8780549527552598,0.8366174503448888,0.8332466385453686,0.8400522510609724,0.9506293662226227,COMPLETE
419,0.8372301414003654,2026-06-01 23:18:27.912084,2026-06-01 23:19:00.604521,0 days 00:00:32.692437,0.8757999827200836,0.9204383708101446,0.019830762301241072,16,10,0.0011089842503101497,1320,215,0.0015288480250809286,1.0763645902383662e-08,0.8788130912271592,0.8372301414003654,0.8359293823789423,0.8385791062600688,0.9509072233635111,COMPLETE
420,0.8371472613593386,2026-06-01 23:19:00.613975,2026-06-01 23:19:33.762799,0 days 00:00:33.148824,0.8703171710923387,0.9198368147304044,0.019012434962512825,16,10,0.0014425334487942075,1320,215,0.0007779324141328869,1.0520402811287515e-08,0.8786551522676355,0.8371472613593386,0.8351631905214277,0.8391740624856583,0.9507791818156534,COMPLETE
421,0.8371436433510816,2026-06-01 23:19:33.771560,2026-06-01 23:20:06.882474,0 days 00:00:33.110914,0.8681651884002808,0.9203707701744227,0.01860159210285256,16,10,0.00039882663361879027,1320,215,0.0008078417435726534,1.7111884843718568e-08,0.8785919667716451,0.8371436433510816,0.8347648479440405,0.8395706421870094,0.9507946687411394,COMPLETE
422,0.8369921003624902,2026-06-01 23:20:06.892389,2026-06-01 23:20:40.032740,0 days 00:00:33.140351,0.870181752056215,0.91976881352419,0.018265097997542237,16,10,0.003204557832453158,1320,215,0.0007770902410999205,1.092357230648752e-08,0.8784129657583755,0.8369921003624902,0.834159467371394,0.8398822793893114,0.9507074728765303,COMPLETE
423,0.8366132103511307,2026-06-01 23:20:40.042428,2026-06-01 23:21:13.641895,0 days 00:00:33.599467,0.8640287100981241,0.921160974138042,0.017888343872429397,16,10,0.0009324058081720628,1340,215,0.0007280931040356669,1.6897301211145596e-08,0.8781497231825929,0.8366132103511307,0.8339136320368906,0.8393723547439328,0.9506662021800422,COMPLETE
424,0.8367356936299882,2026-06-01 23:21:13.651274,2026-06-01 23:21:47.049136,0 days 00:00:33.397862,0.8530403909988395,0.9203753518287299,0.018796536913841606,16,10,0.0041073051597047185,1320,215,0.0008567051029469898,1.0390681002719572e-08,0.878360310457699,0.8367356936299882,0.8348489631585186,0.8386640559819148,0.9506147190067694,COMPLETE
425,0.8367977185064515,2026-06-01 23:21:47.058511,2026-06-01 23:22:19.025172,0 days 00:00:31.966661,0.8741484248293532,0.9137615866351371,0.019906296790532463,16,10,0.001385116152631358,1280,215,0.001010318966045835,1.69310947865092e-08,0.8784129601037756,0.8367977185064515,0.8349755830805865,0.8386640752427065,0.9507839477166308,COMPLETE
426,0.8363591961110609,2026-06-01 23:22:19.035000,2026-06-01 23:22:51.823456,0 days 00:00:32.788456,0.8781776288879852,0.9169791316150218,0.018362741614298347,16,10,0.009180029063215673,1300,215,0.0020689631992267437,2.5283069159774175e-08,0.8779707135211116,0.8363591961110609,0.8337356686210144,0.839032399362616,0.9506734412889316,COMPLETE
427,0.8373501320510336,2026-06-01 23:22:51.833111,2026-06-01 23:23:24.736869,0 days 00:00:32.903758,0.8596452825580447,0.9050185975184681,0.01919297941883338,16,10,0.0008783776446568137,1320,215,0.0006660469071800331,1.021749226501335e-08,0.8789394542361757,0.8373501320510336,0.8362952129835581,0.8384374792510112,0.9507339467457699,COMPLETE
428,0.8362215765373718,2026-06-01 23:23:24.746285,2026-06-01 23:23:58.003965,0 days 00:00:33.257680,0.8430336694353651,0.9033376625823145,0.019188447151797728,16,10,0.0003905014132895451,1320,215,0.0006311353929369777,1.592734482897671e-08,0.8779391186110637,0.8362215765373718,0.8340859940776708,0.838409127365611,0.9506958960206756,COMPLETE
429,0.8369345991179742,2026-06-01 23:23:58.013728,2026-06-01 23:24:31.755600,0 days 00:00:33.741872,0.861558079364864,0.907140784302715,0.01988996115411332,16,10,0.00430884027205859,1340,215,0.0007558408746939208,1.0994154140936669e-08,0.8787393818557017,0.8369345991179742,0.8366299068422322,0.837275954799217,0.950876066996444,COMPLETE
430,0.8366274648858038,2026-06-01 23:24:31.765335,2026-06-01 23:25:05.226885,0 days 00:00:33.461550,0.8682508718425398,0.9038323721296361,0.01879185681768668,16,10,0.005744070654407046,1340,215,0.0010940452915691155,1.0345777582189075e-08,0.8782339594231295,0.8366274648858038,0.8344122379734352,0.8388907506851678,0.9508200833979273,COMPLETE
431,0.8276992576967904,2026-06-01 23:25:05.235791,2026-06-01 23:25:23.156353,0 days 00:00:17.920562,0.870910783610364,0.9201270080844456,0.017817912802738964,16,10,0.0023868490319250988,1300,63,0.0005387687972848541,1.986953240897103e-08,0.868504479056396,0.8276992576967904,0.8067673601402164,0.8497692169529464,0.9461736489530974,COMPLETE
432,0.8368346071574906,2026-06-01 23:25:23.165912,2026-06-01 23:25:57.511767,0 days 00:00:34.345855,0.8506041982553056,0.9110059219156008,0.019332443127224496,16,10,0.009023251581836325,1320,223,0.0031123416483096107,1.6318300970217955e-08,0.8786340812330545,0.8368346071574906,0.8363252902687143,0.8373892395532705,0.9506285625478107,COMPLETE
433,0.8364547910565548,2026-06-01 23:25:57.530151,2026-06-01 23:26:29.639926,0 days 00:00:32.109775,0.8605521704115715,0.9063660437669667,0.02020753219436306,16,10,0.004363441244119477,1280,215,0.0012097712018253192,2.3652075033800118e-08,0.8782234272320742,0.8364547910565548,0.8350822008453559,0.8378708797260198,0.9506499598177868,COMPLETE
434,0.8367375654174003,2026-06-01 23:26:29.649555,2026-06-01 23:27:02.971005,0 days 00:00:33.321450,0.8782665159466595,0.9132378363055893,0.01843046404756431,16,10,0.0004769840879835924,1340,215,0.0021918428925145252,2.9854374582755085e-08,0.8782129020261128,0.8367375654174003,0.8338320825036237,0.8397123101252494,0.9507224327602043,COMPLETE
435,0.8367735304517482,2026-06-01 23:27:02.988791,2026-06-01 23:27:34.521485,0 days 00:00:31.532694,0.8821234622691232,0.921490231050923,0.019253312000352008,16,10,0.010410378458875932,1300,207,0.0006645986144330504,1.526990097529102e-08,0.878139188663173,0.8367735304517482,0.833195962769191,0.8404205198061057,0.9505653744677057,COMPLETE
436,0.8369214466179392,2026-06-01 23:27:34.530995,2026-06-01 23:28:07.724337,0 days 00:00:33.193342,0.8657948586276738,0.9043712329754688,0.01788549527007896,16,10,0.00621162386753654,1280,223,0.0012353938485505673,1.0078932176475821e-08,0.8783603197711575,0.8369214466179392,0.8340746482735847,0.8398256550692769,0.9506124261205149,COMPLETE
437,0.8347990961159244,2026-06-01 23:28:07.733753,2026-06-01 23:28:44.381825,0 days 00:00:36.648072,0.8750596467036132,0.9141433780499647,0.020034535785581068,16,60,0.0011294461894826198,1320,207,0.002863118851713903,2.597539353191913e-08,0.8764333655427321,0.8347990961159244,0.8296874167221425,0.8399955400673752,0.9496513750015213,COMPLETE
