number,value,datetime_start,datetime_complete,duration,params_bagging_fraction,params_feature_fraction,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,user_attrs_accuracy,user_attrs_f1,user_attrs_precision,user_attrs_recall,user_attrs_roc_auc,state
31,0.8336185489866174,2026-06-01 20:29:42.251407,2026-06-01 20:30:00.677054,0 days 00:00:18.425647,0.9256447022486722,0.6505022345173972,0.05255205073726927,16,50,0.04397188891982306,780,183,0.012878436177681979,3.745507457626616e-06,0.8759489985114352,0.8336185489866174,0.8311546395443857,0.8361144231246259,0.9493035025642503,COMPLETE
32,0.8324369112398472,2026-06-01 20:30:00.684834,2026-06-01 20:30:16.376181,0 days 00:00:15.691347,0.9208293308642802,0.6774730979366256,0.04158049313689445,16,60,0.058028248457256876,680,159,0.19492372739528993,2.7152180999129605e-06,0.8738957065533808,0.8324369112398472,0.8223484649301956,0.8428001761765357,0.9487831148409333,COMPLETE
33,0.8326704126901238,2026-06-01 20:30:16.384380,2026-06-01 20:30:37.581495,0 days 00:00:21.197115,0.9284970140456483,0.6843672769614356,0.04985115889501593,16,60,0.0322158914487873,860,191,0.0005452346721851671,1.7037476108702503e-07,0.8754225090357645,0.8326704126901238,0.8314126830867474,0.8339613723762871,0.9489272323849894,COMPLETE
34,0.8317994178028109,2026-06-01 20:30:37.590470,2026-06-01 20:30:59.136625,0 days 00:00:21.546155,0.9073038934182737,0.6639382591968048,0.055139885716639254,16,80,0.04850713258313871,940,159,0.00912583341057073,0.00016548089175645052,0.874717017881577,0.8317994178028109,0.830172957783318,0.8334514525461065,0.9482673371194794,COMPLETE
35,0.8342249126181246,2026-06-01 20:30:59.154390,2026-06-01 20:31:11.693878,0 days 00:00:12.539488,0.9458088284815842,0.6919597221987924,0.058201649196140744,16,50,0.011709874229926285,560,167,0.000349244285223708,1.513470269278797e-08,0.8755909841778257,0.8342249126181246,0.826412843992725,0.8422052343965402,0.9488665951564711,COMPLETE
36,0.8283157394365833,2026-06-01 20:31:11.707005,2026-06-01 20:31:23.892746,0 days 00:00:12.185741,0.9468143942962981,0.7224302914744898,0.034032540378909994,10,90,0.010209550999965795,580,175,0.0003143128702378142,1.4509205615943898e-08,0.8690099161244031,0.8283157394365833,0.8075307972961573,0.8502225317238842,0.9464986654317125,COMPLETE
37,0.8310091540801542,2026-06-01 20:31:23.910418,2026-06-01 20:31:38.542110,0 days 00:00:14.631692,0.6504350035378261,0.7550017141570947,0.04776048783346299,16,70,0.023586928481805033,580,167,0.11586532375395499,4.164885601390779e-08,0.872832207718054,0.8310091540801542,0.821011058743558,0.8412704239087905,0.9472652442736799,COMPLETE
38,0.8305619794649596,2026-06-01 20:31:38.550955,2026-06-01 20:31:51.321913,0 days 00:00:12.770958,0.8785925323285404,0.6682014747510769,0.0777208640731513,8,40,0.015713008246690925,720,127,0.004255914699400133,0.0006637314174499008,0.8723688817852214,0.8305619794649596,0.8198133018133374,0.8416103479913207,0.9471749600299675,COMPLETE
39,0.8331002444969332,2026-06-01 20:31:51.330258,2026-06-01 20:32:03.657234,0 days 00:00:12.326976,0.9337459642093093,0.6953105631445787,0.06644507767892922,16,60,0.040325680087618596,440,223,0.032219849113014086,3.6220215996191175e-06,0.875243503033142,0.8331002444969332,0.8285445056602435,0.8377291828965922,0.9487378218098903,COMPLETE
40,0.8286676922351655,2026-06-01 20:32:03.666517,2026-06-01 20:32:12.347125,0 days 00:00:08.680608,0.9069902535365175,0.7209854746600964,0.02983614010328717,14,50,0.026258070395272247,360,151,0.00029384240387043427,1.1232337281910036e-08,0.8691994330301757,0.8286676922351655,0.8074296280795088,0.8510723443378084,0.946067705810703,COMPLETE
41,0.8345040285743943,2026-06-01 20:32:12.364451,2026-06-01 20:32:26.094510,0 days 00:00:13.730059,0.8743445487885855,0.682589130849914,0.05749316003468662,16,50,0.03714700737575346,520,199,3.037759804905783e-05,1.207309713103989e-07,0.8761490642394388,0.8345040285743943,0.8289697545240605,0.8401372007828183,0.9489144087780388,COMPLETE
42,0.8334792130221217,2026-06-01 20:32:26.108543,2026-06-01 20:32:40.065744,0 days 00:00:13.957201,0.8735916459569476,0.677055069956406,0.05750693830168107,16,40,0.011457152932059428,540,207,2.407354858374575e-05,3.9612563351110527e-07,0.8756962884593315,0.8334792130221217,0.8300385108013884,0.8369642766677327,0.9492029803242937,COMPLETE
43,0.8325039621920441,2026-06-01 20:32:40.074651,2026-06-01 20:32:54.271096,0 days 00:00:14.196445,0.9017709689044813,0.6549605035959505,0.06011388404555212,10,70,0.044940086017842176,640,199,0.0017955365150598757,5.137001506421652e-08,0.8739483462207517,0.8325039621920441,0.8224435719120207,0.8428284750947587,0.9479055243932132,COMPLETE
44,0.8290449278680957,2026-06-01 20:32:54.280255,2026-06-01 20:33:01.547590,0 days 00:00:07.267335,0.8829700246755268,0.6955318155022766,0.04022675549344318,16,60,0.051284007272865084,280,167,1.0281351991353729e-06,1.940002748528836e-06,0.8696311570678663,0.8290449278680957,0.8086321129574108,0.8505340774374256,0.9466428130239111,COMPLETE
45,0.8297267863737784,2026-06-01 20:33:01.557047,2026-06-01 20:33:19.674224,0 days 00:00:18.117177,0.8125950367187207,0.7411908694366869,0.07024372085895166,16,120,0.03673125407864193,640,215,5.383248813308301e-06,5.7824125577052555e-05,0.8732954897445824,0.8297267863737784,0.8289055578355641,0.8305618017099278,0.9468705023501146,COMPLETE
46,0.8175758756324664,2026-06-01 20:33:19.683044,2026-06-01 20:33:28.632210,0 days 00:00:08.949166,0.8462599062578856,0.6702299998709448,0.022882119537101897,8,40,0.07150850938732796,520,199,5.346627931953999e-08,8.516917749820635e-08,0.8593120113755539,0.8175758756324664,0.789095087099609,0.8482110718706185,0.9407313718752549,COMPLETE
47,0.8288170257944468,2026-06-01 20:33:28.641025,2026-06-01 20:33:36.742649,0 days 00:00:08.101624,0.947042589930825,0.713955518944374,0.0488774660253214,14,90,0.0647125828099499,400,111,0.00017159342918815758,4.6878991178324755e-07,0.8694100326123522,0.8288170257944468,0.8081319733269753,0.8506190969796417,0.9468181533190987,COMPLETE
