number,value,datetime_start,datetime_complete,duration,params_class_weight,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_accuracy,user_attrs_f1,user_attrs_precision,user_attrs_recall,user_attrs_roc_auc,state
488,0.8373403594480245,2026-05-31 20:56:28.045572,2026-05-31 20:57:05.358606,0 days 00:00:37.313034,balanced,0.7344882782066398,0.01470088848408608,-1,10,0.07245767120894467,1900,240,0.0030170400025033824,0.013701302685610078,0.9785118236557893,0.8780554790867107,0.8373403594480245,0.829643150779931,0.8451956287865919,0.9500665637929032,COMPLETE
489,0.8375444217098255,2026-05-31 20:57:05.367915,2026-05-31 20:57:47.255514,0 days 00:00:41.887599,balanced,0.7501311297864524,0.014007454077990877,-1,20,0.03055073959124432,2000,240,0.0011302769501152152,0.0038425764843306644,0.9879554483823241,0.8780659943335053,0.8375444217098255,0.8288763877399684,0.8464130003963536,0.9503372922065042,COMPLETE
490,0.8365310886219491,2026-05-31 20:57:47.265866,2026-05-31 20:58:26.497803,0 days 00:00:39.231937,balanced,0.7225086620455018,0.015033172613639052,-1,20,0.05406869901622911,1900,240,0.005511046571460782,0.0054278814235791464,0.9777483929118308,0.8771618392909845,0.8365310886219491,0.8269453136563977,0.8463563784610159,0.9499198116002586,COMPLETE
491,0.8258334322703059,2026-05-31 20:58:26.507628,2026-05-31 20:58:43.755366,0 days 00:00:17.247738,balanced,0.7265895858959379,0.015310394872023195,14,10,0.6590582831259014,1900,232,0.00253453684399844,0.0029991670927655236,0.9859126753832049,0.8671110616015892,0.8258334322703059,0.8044865671644422,0.8483664571655058,0.9448421778507998,COMPLETE
492,0.8385668378715816,2026-05-31 20:58:43.765744,2026-05-31 20:59:24.449504,0 days 00:00:40.683760,balanced,0.7353558651220796,0.013940049875265967,-1,10,0.023204928529468,2000,248,0.0013861435225047416,0.007495842884203445,0.9763269551863495,0.8791488631428543,0.8385668378715816,0.832025604941434,0.8452239397542608,0.9511125805192693,COMPLETE
493,0.8379302894273213,2026-05-31 20:59:24.459654,2026-05-31 21:00:06.270299,0 days 00:00:41.810645,balanced,0.7566209219438235,0.01363252219234668,-1,10,0.055292928959683886,2000,256,0.0011718125388095676,0.009278800260953983,0.9781761571029993,0.8786652519844713,0.8379302894273213,0.8313576836816009,0.8446294094332144,0.9504216885160415,COMPLETE
494,0.8378670188389746,2026-05-31 21:00:06.279569,2026-05-31 21:00:48.570456,0 days 00:00:42.290887,balanced,0.7344147069707698,0.012177267167413039,-1,10,0.03145031440591236,2000,248,0.0015408252819715227,0.016575619558796478,0.9856813347618113,0.8783078019022739,0.8378670188389746,0.8292083737667162,0.8467244210407112,0.9507864326474831,COMPLETE
495,0.8345965978501675,2026-05-31 21:00:48.580780,2026-05-31 21:01:31.070867,0 days 00:00:42.490087,,0.7455601237200096,0.014019090165790333,-1,20,0.023967857444871333,2000,248,0.004532141418507522,0.004846493107373587,0.97737845138667,0.881020240833737,0.8345965978501675,0.8626638688682148,0.8083064379140478,0.9506068656171752,COMPLETE
496,0.8370556371882256,2026-05-31 21:01:31.081069,2026-05-31 21:02:12.821568,0 days 00:00:41.740499,balanced,0.7140759588842445,0.012853203987252872,-1,10,0.07412920237934673,2000,256,0.0023762725399375357,0.00816940804486422,0.9913012147087293,0.8777400820333826,0.8370556371882256,0.8286753080429756,0.845620293301625,0.9501639371750136,COMPLETE
497,0.8291428157153243,2026-05-31 21:02:12.830520,2026-05-31 21:02:33.120745,0 days 00:00:20.290225,balanced,0.7356668593787359,0.014243952727846065,-1,10,0.5262304075085671,2000,240,0.0073261492557618706,0.007039054135716339,0.9840659825261016,0.8700968627953017,0.8291428157153243,0.8104235988146794,0.8487628107128703,0.946405678198546,COMPLETE
498,0.8057474621613215,2026-05-31 21:02:33.139495,2026-05-31 21:02:44.349055,0 days 00:00:11.209560,balanced,0.741475076604689,0.01562527089462296,4,20,0.7416973938295335,2000,248,0.0028750492061426916,0.011850767712860028,0.9752712740792351,0.8491752484838435,0.8057474621613215,0.7722202672194182,0.8423362210520356,0.9333243265886351,COMPLETE
499,0.8360576454134033,2026-05-31 21:02:44.358736,2026-05-31 21:03:27.084735,0 days 00:00:42.725999,balanced,0.7204521032269197,0.013568634972526637,-1,20,0.04950040750369465,2000,240,0.026999313921814157,0.0035719116545801627,0.992450774854932,0.8766782278010053,0.8360576454134033,0.8256473649377477,0.8467527320083801,0.9498686302300522,COMPLETE
500,0.8384829147968955,2026-05-31 21:03:27.094961,2026-05-31 21:04:05.240047,0 days 00:00:38.145086,balanced,0.728170775768823,0.011943172952368497,-1,10,0.022883693436155796,1900,232,0.006823893498786945,0.00552636625041189,0.9849161649034636,0.878454984518951,0.8384829147968955,0.827716360215227,0.8495555178075986,0.9508914455631966,COMPLETE
501,0.837230668816757,2026-05-31 21:04:05.249462,2026-05-31 21:04:44.775965,0 days 00:00:39.526503,balanced,0.7303897659798855,0.011767820995271424,-1,20,0.021914974841563233,1900,232,0.007484970626246129,0.0046434405660807955,0.9856687759259614,0.8772354347442755,0.837230668816757,0.8246605748689979,0.8502066700639829,0.9505031671884098,COMPLETE
502,0.8360662473479104,2026-05-31 21:04:44.786074,2026-05-31 21:05:22.056752,0 days 00:00:37.270678,balanced,0.7385947759106443,0.012568207871164434,-1,10,0.11126519030649196,1900,232,0.015727721802923346,0.0030175240599214794,0.9740038962100321,0.8765625902615192,0.8360662473479104,0.8248500653587575,0.8476020610384462,0.9496316799235904,COMPLETE
503,0.8381455038947007,2026-05-31 21:05:22.067093,2026-05-31 21:05:59.522168,0 days 00:00:37.455075,balanced,0.7538770316443502,0.011705109420689445,-1,10,0.021252596066563788,1900,232,0.004131943579046906,0.0027833063565547863,0.9798461356363282,0.8782867704138964,0.8381455038947007,0.8279412747842946,0.8486212558745257,0.9509544026077719,COMPLETE
504,0.8370714895830026,2026-05-31 21:05:59.541174,2026-05-31 21:06:40.589996,0 days 00:00:41.048822,balanced,0.7257616821136984,0.010928837231182344,-1,20,0.023637629938612896,1900,240,0.001655334994154628,0.003267818808476465,0.9740881956109125,0.8771092716785129,0.8370714895830026,0.8244612636810781,0.8500934261933072,0.950471052647392,COMPLETE
505,0.8390587570406819,2026-05-31 21:06:40.599395,2026-05-31 21:07:20.045725,0 days 00:00:39.446330,balanced,0.7448319448692098,0.01163049620247265,-1,10,0.0167659914385182,1900,248,0.004330964879544164,0.0025931552717094403,0.9762569432537581,0.8791488684483934,0.8390587570406819,0.8300209386866074,0.8483098352301681,0.951100443036133,COMPLETE
506,0.8251563577214421,2026-05-31 21:07:20.054718,2026-05-31 21:07:48.729614,0 days 00:00:28.674896,balanced,0.7430300490436277,0.01060854457542435,-1,20,0.4584855828214861,1900,256,0.00251952318015798,8.387376028441631,0.9733096591280433,0.8667115555061566,0.8251563577214421,0.8044978683843182,0.8469225978143933,0.9441294376951747,COMPLETE
507,0.8254261157657515,2026-05-31 21:07:48.739931,2026-05-31 21:08:10.888246,0 days 00:00:22.148315,balanced,0.7305105664346146,0.01131196320073862,8,10,0.019111339311119746,1900,248,0.0009986500748076915,0.002573252340672374,0.9694558429374203,0.8659756228585954,0.8254261157657515,0.7994178854043565,0.8532076326368836,0.9452878257140434,COMPLETE
508,0.8203263039415661,2026-05-31 21:08:10.897303,2026-05-31 21:08:18.672644,0 days 00:00:07.775341,balanced,0.7469012675436547,0.011957617164670042,-1,10,0.052307085281996846,300,248,0.0028738565793885065,0.004572769693471801,0.979107561647214,0.8630634128074233,0.8203263039415661,0.7999463097062506,0.8417983126663269,0.9417668679745264,COMPLETE
509,0.8378330810464986,2026-05-31 21:08:18.681749,2026-05-31 21:08:59.955460,0 days 00:00:41.273711,balanced,0.7332727729341487,0.014605586179849592,-1,20,0.01735311279572611,1900,256,0.003867491256676474,0.0021826690787368763,0.9869194002810129,0.8783708860879247,0.8378330810464986,0.8297756457079247,0.8460732687843272,0.950534864958009,COMPLETE
510,0.8378510314685483,2026-05-31 21:08:59.964657,2026-05-31 21:09:37.120703,0 days 00:00:37.156046,balanced,0.7217605856013504,0.015660226125211212,-1,10,0.0443518200757894,1900,240,0.007446288066636009,0.003804275621545108,0.9703803108647976,0.8786862741881555,0.8378510314685483,0.831798600539936,0.8440065681444993,0.9504978824343113,COMPLETE
511,0.8374778916997633,2026-05-31 21:09:37.129911,2026-05-31 21:10:18.224717,0 days 00:00:41.094806,balanced,0.7307789284581508,0.010085178226749808,-1,20,0.018065198322884488,1900,240,0.0015336206359901658,0.002382413504344557,0.981788022894109,0.8772774814728174,0.8374778916997633,0.823971708547222,0.8514523526414134,0.9504681709176781,COMPLETE
512,0.8377192621309373,2026-05-31 21:10:18.234923,2026-05-31 21:10:56.877012,0 days 00:00:38.642089,balanced,0.7411522914546733,0.014831149702695475,-1,20,0.01724989039353536,1900,232,0.0052251570383619874,0.004810398195168736,0.9903884496178433,0.8780344509142951,0.8377192621309373,0.82797160640603,0.8477153049091218,0.9505751820944678,COMPLETE
513,0.8171703086044529,2026-05-31 21:10:56.887465,2026-05-31 21:11:12.126775,0 days 00:00:15.239310,balanced,0.8510045675567226,0.013075125565613455,6,10,0.04196201196973465,1900,248,0.0023696601483241208,0.0020015761491425266,0.9754332913799598,0.8587739554497004,0.8171703086044529,0.7869005663671128,0.8498952494196251,0.9408013973129234,COMPLETE
514,0.8332476619665748,2026-05-31 21:11:12.136035,2026-05-31 21:11:48.131539,0 days 00:00:35.995504,,0.7385358159601912,0.012210824017221846,-1,10,0.02119316526348953,1900,232,0.003789734408066353,0.0029860097373954563,0.9999602923555245,0.8803053274054943,0.8332476619665748,0.8632161319224053,0.8053054753411472,0.9506533758226103,COMPLETE
515,0.8346454835974964,2026-05-31 21:11:48.141542,2026-05-31 21:12:19.290422,0 days 00:00:31.148880,balanced,0.7233262071268677,0.014819941437510318,10,10,0.06373646277433906,1900,224,0.007931591769197742,0.0037812466538834928,0.9711163456869492,0.8746070968966082,0.8346454835974964,0.8178225752148917,0.852188437800804,0.9488226944328589,COMPLETE
516,0.836879447657135,2026-05-31 21:12:19.300273,2026-05-31 21:12:58.681762,0 days 00:00:39.381489,balanced,0.7276559209461335,0.01565720758482694,-1,20,0.04024740496534516,1900,240,2.880924376298407e-06,0.0018810989133471146,0.9823190188051284,0.877571861296404,0.836879447657135,0.8282545250412103,0.8457052262046317,0.9500414046462003,COMPLETE
517,0.8384793345552786,2026-05-31 21:12:58.692305,2026-05-31 21:13:36.362203,0 days 00:00:37.669898,balanced,0.8422555899698919,0.013460979186103924,-1,10,0.016735343153963415,1900,248,0.0009301333246642673,0.005527579666781644,0.9890170462663831,0.8789385933561605,0.8384793345552786,0.8309470405354173,0.8461582016873336,0.9509379117170412,COMPLETE
518,0.8386775987563886,2026-05-31 21:13:36.371285,2026-05-31 21:14:16.506540,0 days 00:00:40.135255,balanced,0.8630714824554298,0.01146546343991562,14,10,0.015545917867368766,1900,248,0.0014923455932503377,0.01300501242995116,0.9691251061718783,0.8784970392058015,0.8386775987563886,0.8272361331757384,0.8504614687730028,0.950494352391309,COMPLETE
519,0.8368898455873827,2026-05-31 21:14:16.515645,2026-05-31 21:14:59.901614,0 days 00:00:43.385969,balanced,0.8465811684308968,0.01123342093757623,14,20,0.01578990110079603,1900,248,0.0006222860101943766,0.013469452585058252,0.9674671272826249,0.8768359293120351,0.8368898455873827,0.8234147748644752,0.850829511352698,0.9500397302867479,COMPLETE
520,0.8393211664257373,2026-05-31 21:14:59.911121,2026-05-31 21:15:42.484105,0 days 00:00:42.572984,balanced,0.8451791875351806,0.012147665433941086,14,10,0.000930079903550128,1900,256,0.0008915371975673466,0.00946792185585345,0.9746081954225236,0.8791278349704387,0.8393211664257373,0.8288382277196723,0.8500934261933072,0.9510128911582442,COMPLETE
521,0.8379826970738559,2026-05-31 21:15:42.493783,2026-05-31 21:16:23.667730,0 days 00:00:41.173947,balanced,0.8356776071211726,0.011881031064646268,14,10,0.018249886734457047,1900,256,0.000703250124377301,0.014214923509283524,0.9661500017210152,0.878118562277573,0.8379826970738559,0.8274895323332098,0.8487628107128701,0.950506897152188,COMPLETE
522,0.8375679941478015,2026-05-31 21:16:23.677303,2026-05-31 21:17:04.908867,0 days 00:00:41.231564,balanced,0.8530351954731756,0.011187019392716593,14,10,0.020422088163314235,1900,256,0.0010215196838905887,0.009170059112153043,0.9795902709935069,0.8775823772063909,0.8375679941478015,0.8256095171185432,0.8498952494196251,0.9502406146381305,COMPLETE
523,0.8365118250140685,2026-05-31 21:17:04.918620,2026-05-31 21:17:47.261952,0 days 00:00:42.343332,balanced,0.8291743255593979,0.011623793654580803,14,20,0.042682491301910847,1900,256,0.0012492662670227977,0.02001131150732534,0.9771977398031332,0.8764995014335218,0.8365118250140685,0.8227081984014655,0.8508012003850292,0.9496741346015162,COMPLETE
524,0.8371146810531797,2026-05-31 21:17:47.272038,2026-05-31 21:18:27.892375,0 days 00:00:40.620337,balanced,0.8361323600370003,0.010720236715017265,14,10,0.016661523845068846,1900,248,0.0015888295783060488,0.013295179880800886,0.9674940355586941,0.8771618436017349,0.8371146810531797,0.8246437124581653,0.8499801823226317,0.9503347329206222,COMPLETE
525,0.8361686706749524,2026-05-31 21:18:27.902304,2026-05-31 21:19:08.939974,0 days 00:00:41.037670,balanced,0.8580887581501949,0.012411636761389119,14,20,0.04127652578156806,1900,248,0.0008368779067672744,0.011496395004752306,0.963127415936328,0.8764574517206144,0.8361686706749524,0.823769541335783,0.8489609874865524,0.949692878287267,COMPLETE
526,0.8385967769823734,2026-05-31 21:19:08.949156,2026-05-31 21:19:49.277915,0 days 00:00:40.328759,balanced,0.8401324204056998,0.011365120410529235,14,10,0.0003440348394327694,1900,248,0.000881496903404077,0.020656764894076658,0.9753502554230331,0.8784024169064795,0.8385967769823734,0.8269501794000869,0.8506030236113471,0.9509719024415548,COMPLETE
527,0.8374262267113212,2026-05-31 21:19:49.288517,2026-05-31 21:20:31.052052,0 days 00:00:41.763535,balanced,0.8430727619120768,0.010827253391328735,14,10,0.016331373148981865,1900,256,0.0008236771976009823,0.009328566894140891,0.9767825632083813,0.877435188289386,0.8374262267113212,0.8251982654303346,0.8500368042579695,0.950392271212637,COMPLETE
528,0.8390295674300942,2026-05-31 21:20:31.070651,2026-05-31 21:21:11.079234,0 days 00:00:40.008583,balanced,0.8606205098982445,0.011777267080805799,14,10,0.000689648991107298,1900,248,0.0005105090229212267,0.03507786895968113,0.9729820731684107,0.8788229521691164,0.8390295674300942,0.8279713703064259,0.8504048468376649,0.9509255853613029,COMPLETE
529,0.8374271753524528,2026-05-31 21:21:11.089228,2026-05-31 21:21:50.919013,0 days 00:00:39.829785,balanced,0.8612439647726313,0.011653176625796142,14,10,0.0584312143540765,1900,248,0.000434623266426509,0.0310844788816839,0.971925299980792,0.877414168075279,0.8374271753524528,0.825063825159463,0.8501783590963138,0.9498520470920955,COMPLETE
530,0.8366929674561879,2026-05-31 21:21:50.929285,2026-05-31 21:22:31.957171,0 days 00:00:41.027886,balanced,0.854319716329842,0.010581788283720304,14,10,0.036853432842518456,1900,248,0.0004088151259876111,0.02655032396849182,0.9850961301917731,0.8767097639250993,0.8366929674561879,0.8233491653204658,0.8504897797406715,0.9497674387405755,COMPLETE
531,0.8379180048598812,2026-05-31 21:22:31.976195,2026-05-31 21:23:12.980448,0 days 00:00:41.004253,balanced,0.8683937654757247,0.011299172392091992,14,10,0.015836202958166477,1900,256,0.0004797257073913168,0.02324877331525403,0.9747274568955765,0.8779924012013876,0.8379180048598812,0.826930908901998,0.8492157861955721,0.9504741683840235,COMPLETE
532,0.8384482061767415,2026-05-31 21:23:12.990306,2026-05-31 21:23:52.768327,0 days 00:00:39.778021,balanced,0.8445550099551922,0.012011437203885172,14,10,0.0008730331526279056,1900,248,0.0007722666983493321,0.03345438910057006,0.9807230547048544,0.878234208106964,0.8384482061767415,0.826420598468912,0.8508578223203669,0.9509514440260126,COMPLETE
533,0.8368712218478352,2026-05-31 21:23:52.778359,2026-05-31 21:24:36.348970,0 days 00:00:43.570611,balanced,0.8684304695392587,0.012225039400252581,14,10,0.03667843177642345,2000,248,0.0007097350529891552,0.04649455717852648,0.982414329238453,0.8771828807272478,0.8368712218478352,0.8257150667167733,0.848338146197837,0.949982815373057,COMPLETE
534,0.8350002178848118,2026-05-31 21:24:36.358295,2026-05-31 21:25:17.742645,0 days 00:00:41.384350,,0.8420982656629711,0.011969326329408338,14,10,0.0004969723341639413,1900,256,0.0013463989523494826,0.022128926993782494,0.9758804314458771,0.881241009619012,0.8350002178848118,0.8625331603037472,0.809184077911783,0.9510324495187062,COMPLETE
535,0.8304681831738773,2026-05-31 21:25:17.752826,2026-05-31 21:25:51.964115,0 days 00:00:34.211289,balanced,0.8477685970394179,0.012609115345282244,14,120,0.01718508300076952,1900,248,0.0011754844415622604,0.03497493403912061,0.9858992996371357,0.8705489225761659,0.8304681831738773,0.8083981675112898,0.8538021629579299,0.9477277669618888,COMPLETE
536,0.8362459376907198,2026-05-31 21:25:51.974068,2026-05-31 21:26:32.290004,0 days 00:00:40.315936,balanced,0.855708764411254,0.01181373314985765,14,10,0.07033836706906817,1900,248,0.0008646823156588762,0.023359629553068792,0.9672094983781779,0.8766677211757118,0.8362459376907198,0.8248549288626124,0.8479701036181417,0.9497193326574155,COMPLETE
537,0.8291145313951521,2026-05-31 21:26:32.299297,2026-05-31 21:27:06.438139,0 days 00:00:34.138842,balanced,0.8474733526397501,0.012746885119783896,14,150,0.04820732390457788,2000,256,0.001540080534004913,0.06615058947251112,0.9797656728701138,0.8693503930155974,0.8291145313951521,0.8061067666608664,0.8534907423135722,0.9467237023479691,COMPLETE
538,0.8389019795283194,2026-05-31 21:27:06.448546,2026-05-31 21:27:46.704514,0 days 00:00:40.255968,balanced,0.8434509415879533,0.01121005002144858,14,10,0.00036055041990173953,1900,248,0.0007072168963422088,0.031667361701454226,0.9869768892226445,0.8784970402005899,0.8389019795283194,0.8263333830526719,0.8518770171564465,0.9507763945934272,COMPLETE
539,0.8386124385389849,2026-05-31 21:27:46.714556,2026-05-31 21:28:29.913461,0 days 00:00:43.198905,balanced,0.8442939930815055,0.010999117538632518,14,10,0.00017192766113920468,2000,248,0.0008773372315229942,0.04233430221248216,0.9872185026183884,0.8782236805911102,0.8386124385389849,0.8256945323894206,0.8519619500594531,0.9507867382910784,COMPLETE
540,0.8382870503790555,2026-05-31 21:28:29.922366,2026-05-31 21:29:13.295134,0 days 00:00:43.372768,balanced,0.8635290881756614,0.011260401405771892,14,10,0.00017776218594209477,2000,248,0.0008520086339210731,0.10577836166737331,0.9852335938539155,0.8780449608555506,0.8382870503790555,0.8258058958802734,0.8511692429647245,0.950851891927161,COMPLETE
541,0.8366861617128998,2026-05-31 21:29:13.305236,2026-05-31 21:29:57.250495,0 days 00:00:43.945259,balanced,0.8445633789744337,0.010951025179871357,14,10,0.03527166127623453,2000,256,0.0005668695287155228,0.04292771036352819,0.9909474676083808,0.8767623361799175,0.8366861617128998,0.8237350494562307,0.8500651152256383,0.9497936977252367,COMPLETE
542,0.8389362250802644,2026-05-31 21:29:57.259811,2026-05-31 21:30:40.693951,0 days 00:00:43.434140,balanced,0.8389641289556732,0.011578722088341455,14,10,4.5163404270815596e-05,2000,248,0.0006257583640646564,0.061477674150267274,0.9772000203484656,0.8787073000393978,0.8389362250802644,0.8275756414637888,0.850631334579016,0.9511537141532488,COMPLETE
543,0.838007548479947,2026-05-31 21:30:40.712279,2026-05-31 21:31:24.876747,0 days 00:00:44.164468,balanced,0.8411489123293072,0.011454640400771222,14,10,0.016553553032851564,2000,256,0.0014263348369399904,0.042136892446125354,0.9764810956860308,0.8781606060217491,0.838007548479947,0.827668559296075,0.8486212558745257,0.950434902863805,COMPLETE
544,0.8369992704703101,2026-05-31 21:31:24.886157,2026-05-31 21:32:08.476878,0 days 00:00:43.590721,balanced,0.8514879247187154,0.010607035852991746,14,10,0.02889840135426248,2000,248,0.0005466587670813193,0.13164258237864615,0.9725343826152906,0.8770251692683323,0.8369992704703101,0.8242052838606967,0.8502066700639827,0.9500875932354725,COMPLETE
545,0.8365807052507924,2026-05-31 21:32:08.486947,2026-05-31 21:32:51.711314,0 days 00:00:43.224367,balanced,0.8373552133102389,0.011450392484840219,14,20,0.0177174305446581,2000,240,0.001028880802873608,0.048569604115304636,0.9915500649044777,0.8763838542777461,0.8365807052507924,0.8217072078067164,0.8520185719947908,0.9498271379780417,COMPLETE
546,0.8361515271557916,2026-05-31 21:32:51.721522,2026-05-31 21:33:34.289495,0 days 00:00:42.567973,balanced,0.8624312849591432,0.010068499972987406,14,10,0.05258080214135236,2000,240,0.0021064115548354574,0.08198738207173221,0.9846820934628271,0.8761946179690071,0.8361515271557916,0.8221395721061998,0.8506596455466848,0.9495527431698143,COMPLETE
547,0.8391192681758723,2026-05-31 21:33:34.299067,2026-05-31 21:34:17.230090,0 days 00:00:42.931023,balanced,0.8757477758484012,0.011085313446321207,14,10,6.101623692286121e-05,2000,248,0.0002805431556583074,0.05530645721993654,0.9732628169713531,0.8788124346011484,0.8391192681758723,0.8275634853646786,0.8510276881263801,0.9509312541294799,COMPLETE
548,0.8374649894028444,2026-05-31 21:34:17.240103,2026-05-31 21:34:59.605133,0 days 00:00:42.365030,balanced,0.8751930161941641,0.010991139011556043,14,10,0.01640082120030045,2000,240,0.0013964059228067274,0.0739216637460528,0.9654289071114698,0.8775193003158562,0.8374649894028444,0.8255889825286046,0.8496970726459431,0.9503235609803785,COMPLETE
549,0.8363044884784242,2026-05-31 21:34:59.615335,2026-05-31 21:35:44.015264,0 days 00:00:44.399929,balanced,0.8720545240083307,0.011198635355251415,14,20,0.03333978726280092,2000,248,0.00028448052131986487,0.061686940787730675,0.9720530105708944,0.8763733420153175,0.8363044884784242,0.8227068210372939,0.8503765358699961,0.9497760099053142,COMPLETE
550,0.837496963078682,2026-05-31 21:35:44.025587,2026-05-31 21:36:28.293724,0 days 00:00:44.268137,balanced,0.8597969042170737,0.010471684728290107,14,10,0.0179660131071338,2000,256,0.0005389597638218193,0.00989510652168132,0.9775720304682515,0.8774877542438766,0.837496963078682,0.8252477849337149,0.850121737160976,0.9502915583094774,COMPLETE
551,0.8368526570674555,2026-05-31 21:36:28.304263,2026-05-31 21:37:11.782322,0 days 00:00:43.478059,balanced,0.8791962837313342,0.011712875675596743,14,10,0.03776750586792973,2000,248,0.05870884505012832,0.12086956883026137,0.965924215452071,0.8770672269395483,0.8368526570674555,0.8250708055986019,0.8489892984542212,0.9499974942306789,COMPLETE
552,0.8372169824369871,2026-05-31 21:37:11.791643,2026-05-31 21:37:56.603692,0 days 00:00:44.812049,balanced,0.8690069516112945,0.012360825255579695,14,20,0.0001648239531138381,2000,240,0.4467941594002933,0.06095716633427457,0.9738622094567168,0.8770882441692898,0.8372169824369871,0.8237582519599997,0.8511409319970556,0.9501734920562956,COMPLETE
553,0.8335139697456961,2026-05-31 21:37:56.613897,2026-05-31 21:38:42.630305,0 days 00:00:46.016408,,0.8401394650223455,0.010888544281995854,14,20,0.01650761686902626,2000,256,0.0006414141483047582,0.027587053619618752,0.9614794478219287,0.8802948144798731,0.8335139697456961,0.8619380466727735,0.8069192004982731,0.9501411855133696,COMPLETE
554,0.8394451195939885,2026-05-31 21:38:42.640521,2026-05-31 21:39:25.377737,0 days 00:00:42.737216,balanced,0.8556055224118587,0.012054708035477158,14,10,0.00010586913699351958,2000,248,0.0002791639706980894,0.020972301911048916,0.9805327246287939,0.8791698962892127,0.8394451195939885,0.8286213510266641,0.8505747126436782,0.9511385521396716,COMPLETE
555,0.8394743875883536,2026-05-31 21:39:25.387708,2026-05-31 21:40:08.061726,0 days 00:00:42.674018,balanced,0.8582024095289156,0.011592642129547527,14,10,0.0012131882340019958,2000,248,0.0005013488649627305,0.02100460843714752,0.968040883505448,0.8792014380504419,0.8394743875883536,0.8287005411373528,0.8505464016760093,0.9510283442391393,COMPLETE
556,0.837892168351429,2026-05-31 21:40:08.071578,2026-05-31 21:40:51.206135,0 days 00:00:43.134557,balanced,0.854731003273733,0.010009873105518118,14,10,0.00035167967788245837,2000,248,0.00036584685371031904,0.019302735443646107,0.9710723007454966,0.8777190468974468,0.837892168351429,0.8252312027809215,0.8509710661910423,0.9507344753951741,COMPLETE
557,0.8384918612632148,2026-05-31 21:40:51.216335,2026-05-31 21:41:35.614310,0 days 00:00:44.397975,balanced,0.858231560501966,0.011490813207317974,14,10,0.0018889311280484752,2000,256,0.00020809058456504738,0.03243498705455069,0.9771894253463191,0.8784549851821435,0.8384918612632148,0.8277018079629341,0.8495838287752675,0.9509189279748508,COMPLETE
558,0.8374939039550412,2026-05-31 21:41:35.624292,2026-05-31 21:42:19.184010,0 days 00:00:43.559718,balanced,0.8641398726537639,0.010751489737761974,14,10,0.0352903597257515,2000,248,0.000500706844975855,0.04630114226370264,0.9674362630070055,0.8775087910377932,0.8374939039550412,0.825433071315053,0.849923560387294,0.9501777297302976,COMPLETE
559,0.8393375295328415,2026-05-31 21:42:19.194346,2026-05-31 21:43:03.451435,0 days 00:00:44.257089,balanced,0.8485990022399504,0.01226665701897529,14,10,7.034015475609662e-05,2000,256,0.0007337213873067223,0.02009124116252147,0.9637968925084827,0.8792750245506359,0.8393375295328415,0.8297615189583617,0.8491591642602344,0.9512430704318634,COMPLETE
560,0.8389479532584595,2026-05-31 21:43:03.460875,2026-05-31 21:43:47.656223,0 days 00:00:44.195348,balanced,0.8516758205621677,0.012162585484189614,14,10,0.000737321012024584,2000,256,0.00032591968098154577,0.025456145715107126,0.9696516135366702,0.878938597666911,0.8389479532584595,0.8290778458186777,0.8490742313572278,0.9511826225221012,COMPLETE
561,0.8378525706424598,2026-05-31 21:43:47.666271,2026-05-31 21:44:31.251402,0 days 00:00:43.585131,balanced,0.857004324691999,0.012185472788817747,14,10,0.032121457270131194,2000,256,0.0002984368313932626,0.024573121687659575,0.9706486455713484,0.8782026633613689,0.8378525706424598,0.8285828343126277,0.8473472623294264,0.9502436869247172,COMPLETE
562,0.839256664693106,2026-05-31 21:44:31.260534,2026-05-31 21:45:15.930099,0 days 00:00:44.669565,balanced,0.852417006454511,0.011479727241916985,14,10,0.0002563398198369461,2000,256,0.0002589500608259847,0.01764703783745503,0.9792478929784774,0.8790226997454956,0.839256664693106,0.828392889367971,0.8504331578053339,0.9511131174468278,COMPLETE
563,0.8332204238579873,2026-05-31 21:45:15.939387,2026-05-31 21:45:48.505312,0 days 00:00:32.565925,balanced,0.8506012970037876,0.011294450761769584,14,10,0.23208580252244299,2000,256,0.00024277777890241596,0.01917968368799144,0.9791756019142737,0.8735347333861679,0.8332204238579873,0.8165033825750153,0.8506596455466848,0.9482047187889835,COMPLETE
564,0.8397508775950276,2026-05-31 21:45:48.515672,2026-05-31 21:46:32.995165,0 days 00:00:44.479493,balanced,0.8504069147614911,0.011732872278402319,14,10,2.9499814120051508e-05,2000,256,0.00036565015152153514,0.032029613584793906,0.9665314878704403,0.8794852913529638,0.8397508775950276,0.8294826873517227,0.8502916029669895,0.9511763125415974,COMPLETE
565,0.8378435387602443,2026-05-31 21:46:33.005717,2026-05-31 21:47:18.769587,0 days 00:00:45.763870,balanced,0.8634789363538469,0.011976525783879529,14,20,0.015210442053919278,2000,256,0.00031742727454450606,0.04783444371479351,0.9637586317216268,0.8777926522986236,0.8378435387602443,0.8259020159476044,0.8501500481286451,0.9502694075092054,COMPLETE
