number,value,datetime_start,datetime_complete,duration,params_class_weight,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_accuracy,user_attrs_f1,user_attrs_precision,user_attrs_recall,user_attrs_roc_auc,state
12,0.8359527011811764,2026-06-03 06:45:26.435951,2026-06-03 06:46:10.263942,0 days 00:00:43.827991,balanced,0.7484595837469814,0.0210290366456854,14,140,0.16948461867166473,2000,152,0.008865465164105253,8.773472263092467e-05,0.8436080175311668,0.8759422964798289,0.8359527011811764,0.8213110419245307,0.8511409319970556,0.9494418615311546,COMPLETE
13,0.837149097457285,2026-06-03 06:46:10.277677,2026-06-03 06:46:41.448203,0 days 00:00:31.170526,balanced,0.6518524878057238,0.02044809930631533,-1,70,0.22416044165045793,1200,184,0.016464305550870063,0.004474461545404621,0.7854103314720862,0.8770882435060973,0.837149097457285,0.8240205509554931,0.8507162674820226,0.9508294624985476,COMPLETE
14,0.835245955694349,2026-06-03 06:46:41.461892,2026-06-03 06:47:25.437818,0 days 00:00:43.975926,balanced,0.6643072448601668,0.021810525671846576,-1,140,0.23706384032195627,1700,176,0.023176228702249443,0.0030432638409728413,0.7730325803466243,0.8758897262145878,0.835245955694349,0.82368590997905,0.8471490855557442,0.949190122211299,COMPLETE
15,0.8342055285712006,2026-06-03 06:47:25.446205,2026-06-03 06:47:50.213708,0 days 00:00:24.767503,balanced,0.6937143282975767,0.019184166223860457,12,60,0.4296348092921777,1200,240,0.047342714130116946,0.0024932601733005967,0.778435787316942,0.8739657656578088,0.8342055285712006,0.8154744007020457,0.8538304739255987,0.9495825173926545,COMPLETE
16,0.8422489213923704,2026-06-03 06:47:50.222078,2026-06-03 06:48:29.022301,0 days 00:00:38.800223,balanced,0.8609581403272494,0.020552593609001846,16,10,0.16564451188420484,1800,168,0.0007348438132280875,0.02134337176723522,0.7969989135096134,0.8824080103506026,0.8422489213923704,0.8392274955028068,0.8453088726572674,0.9528665391572996,COMPLETE
17,0.8418351628686546,2026-06-03 06:48:29.035984,2026-06-03 06:49:14.088583,0 days 00:00:45.052599,balanced,0.8679259263193981,0.015177443637766286,16,10,0.33400923052396275,1800,216,0.00095388434841874,0.03386803065352351,0.7828111967634739,0.8815564202677839,0.8418351628686546,0.8350044784861969,0.8487911216805392,0.9526661973906138,COMPLETE
18,0.8354474358154382,2026-06-03 06:49:14.097372,2026-06-03 06:49:42.425591,0 days 00:00:28.328219,balanced,0.9980917107971317,0.014271979551487474,16,10,0.9813130867582937,1800,216,0.000691665351836873,0.07804226417066372,0.7267429187312262,0.8749224830072619,0.8354474358154382,0.816757805921537,0.8550195345676915,0.9500302321134617,COMPLETE
19,0.8384399951084861,2026-06-03 06:49:42.434156,2026-06-03 06:50:12.168696,0 days 00:00:29.734540,balanced,0.8583631386863435,0.02905073237239674,16,30,0.39235142768537573,1800,224,0.422369534394058,0.44433437741251003,0.8101008738781028,0.8780239356675006,0.8384399951084861,0.8250599547524398,0.8522733707038107,0.9505044288466586,COMPLETE
20,0.8300367794346614,2026-06-03 06:50:12.177103,2026-06-03 06:50:37.130470,0 days 00:00:24.953367,balanced,0.8813669902127683,0.014644993103131783,16,40,0.6680838764928432,1400,168,0.0013463230480902214,6.997066436309707,0.8914747025740546,0.8699812056916404,0.8300367794346614,0.8065872437188797,0.854906290697016,0.9476924873011906,COMPLETE
21,0.8377328423662963,2026-06-03 06:50:37.139084,2026-06-03 06:51:07.576469,0 days 00:00:30.437385,balanced,0.8658002691132418,0.028967064468488457,16,30,0.38988614322625287,1800,224,0.28762928045987896,0.3245003403087778,0.8094305158890436,0.8777821234563854,0.8377328423662963,0.8262741518189193,0.8495272068399298,0.9505777265441697,COMPLETE
22,0.8405432311055118,2026-06-03 06:51:07.585584,2026-06-03 06:51:42.388737,0 days 00:00:34.803153,balanced,0.8357327436799629,0.027114846308982945,16,10,0.35865816027464575,1800,256,0.23812606560793018,0.01860493000544343,0.751638152511461,0.8807889442010125,0.8405432311055118,0.8351007526566484,0.846073268784327,0.9517054087257386,COMPLETE
