model,n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,feature_fraction,bagging_fraction,bagging_freq,reg_alpha,reg_lambda,accuracy,precision,recall,f1,roc_auc,model_path
native_lgbm_108,220,0.06,31,12,100,0.9,0.9,1,0.0,2.0,0.8512824832582234,0.7798097251585624,0.8359206798866855,0.8068908941755537,0.9343018586592542,models\overfitting_experiment_binary_native\native_lgbm_108.joblib
native_lgbm_053,220,0.06,31,8,50,0.75,0.9,1,0.0,0.5,0.8512824832582234,0.7798097251585624,0.8359206798866855,0.8068908941755537,0.9330407587920669,models\overfitting_experiment_binary_native\native_lgbm_053.joblib
native_lgbm_026,220,0.06,31,-1,100,0.75,0.75,1,0.0,0.5,0.8511982479046456,0.7794086589229144,0.8363739376770538,0.8068871276305002,0.9346102185811236,models\overfitting_experiment_binary_native\native_lgbm_026.joblib
native_lgbm_103,220,0.06,31,12,100,0.9,0.75,1,0.0,0.0,0.8514509539653793,0.7806738715829625,0.8349008498583569,0.8068772928872584,0.9346631120759492,models\overfitting_experiment_binary_native\native_lgbm_103.joblib
native_lgbm_020,220,0.06,31,-1,50,0.9,0.75,1,0.0,0.5,0.8513246009350124,0.7801290868691144,0.8354674220963173,0.8068505143357408,0.9349939176468757,models\overfitting_experiment_binary_native\native_lgbm_020.joblib
native_lgbm_025,220,0.06,31,-1,100,0.75,0.75,1,0.0,0.0,0.8514088362885903,0.780591164318254,0.8349008498583569,0.8068331143232589,0.9347878012644762,models\overfitting_experiment_binary_native\native_lgbm_025.joblib
native_lgbm_039,220,0.06,31,8,20,0.75,0.75,1,0.0,2.0,0.8511140125510677,0.7791851382731687,0.8364872521246459,0.8068200448111918,0.9332393059395135,models\overfitting_experiment_binary_native\native_lgbm_039.joblib
native_lgbm_014,220,0.06,31,-1,50,0.75,0.75,1,0.0,0.5,0.8511982479046456,0.7796448953709575,0.8359206798866855,0.8068026466889047,0.9348407099509424,models\overfitting_experiment_binary_native\native_lgbm_014.joblib
native_lgbm_004,220,0.06,31,-1,20,0.75,0.9,1,0.0,0.0,0.8514088362885903,0.7807101218865925,0.8346742209631728,0.8067907995618839,0.9344854838176745,models\overfitting_experiment_binary_native\native_lgbm_004.joblib
native_lgbm_024,220,0.06,31,-1,50,0.9,0.9,1,0.0,2.0,0.8512824832582234,0.7801058201058201,0.8353541076487252,0.8067852257181942,0.9344447778165587,models\overfitting_experiment_binary_native\native_lgbm_024.joblib
native_lgbm_073,220,0.06,31,12,20,0.75,0.75,1,0.0,0.0,0.8514930716421683,0.7811737238671336,0.8341076487252125,0.8067733450241122,0.934743077074409,models\overfitting_experiment_binary_native\native_lgbm_073.joblib
native_lgbm_018,220,0.06,31,-1,50,0.75,0.9,1,0.0,2.0,0.8512824832582234,0.7801651143099069,0.8352407932011331,0.8067640781480874,0.9343656521562445,models\overfitting_experiment_binary_native\native_lgbm_018.joblib
native_lgbm_000,220,0.06,31,-1,20,0.9,0.9,1,0.0,0.0,0.8512403655814346,0.779964032582249,0.8354674220963173,0.8067622278148594,0.9344771322132283,models\overfitting_experiment_binary_native\native_lgbm_000.joblib
native_lgbm_010,220,0.06,31,-1,20,0.9,0.9,1,0.0,0.0,0.8512403655814346,0.779964032582249,0.8354674220963173,0.8067622278148594,0.9344771322132283,models\overfitting_experiment_binary_native\native_lgbm_010.joblib
native_lgbm_074,220,0.06,31,12,20,0.75,0.75,1,0.0,0.5,0.8509455418439119,0.7786798819063686,0.8368271954674221,0.8067070839477852,0.9346384674369081,models\overfitting_experiment_binary_native\native_lgbm_074.joblib
native_lgbm_013,220,0.06,31,-1,50,0.75,0.75,1,0.0,0.0,0.8511561302278566,0.7797398752247012,0.8355807365439093,0.8066951099442075,0.9346486458361423,models\overfitting_experiment_binary_native\native_lgbm_013.joblib
native_lgbm_097,220,0.06,31,12,100,0.75,0.75,1,0.0,0.0,0.8511982479046456,0.7800592718035563,0.8351274787535411,0.8066546270453675,0.934790961125731,models\overfitting_experiment_binary_native\native_lgbm_097.joblib
native_lgbm_005,220,0.06,31,-1,20,0.75,0.9,1,0.0,0.5,0.8511561302278566,0.779976717112922,0.8351274787535411,0.8066104848418518,0.9343257778974542,models\overfitting_experiment_binary_native\native_lgbm_005.joblib
native_lgbm_072,220,0.06,31,8,100,0.9,0.9,1,0.0,2.0,0.850903424167123,0.7788329640181492,0.8363739376770538,0.8065785160091793,0.9330890378260458,models\overfitting_experiment_binary_native\native_lgbm_072.joblib
native_lgbm_083,220,0.06,31,12,20,0.9,0.9,1,0.0,0.5,0.8511140125510677,0.7798941798941799,0.8351274787535411,0.8065663474692203,0.934482213817025,models\overfitting_experiment_binary_native\native_lgbm_083.joblib
native_lgbm_007,220,0.06,31,-1,20,0.9,0.75,1,0.0,0.0,0.8511561302278566,0.7801546118818172,0.8347875354107649,0.8065469673746442,0.9347475168313883,models\overfitting_experiment_binary_native\native_lgbm_007.joblib
native_lgbm_052,220,0.06,31,8,50,0.75,0.9,1,0.0,0.0,0.850903424167123,0.778950701995144,0.8361473087818697,0.8065362334681386,0.9335555085458676,models\overfitting_experiment_binary_native\native_lgbm_052.joblib
native_lgbm_092,220,0.06,31,12,50,0.9,0.75,1,0.0,0.5,0.8507349534599672,0.7785631395716848,0.8362606232294617,0.8063811188811189,0.9347716487525575,models\overfitting_experiment_binary_native\native_lgbm_092.joblib
native_lgbm_030,220,0.06,31,-1,100,0.75,0.9,1,0.0,2.0,0.8510718948742787,0.7803455952507156,0.8341076487252125,0.8063314711359404,0.9341666492595785,models\overfitting_experiment_binary_native\native_lgbm_030.joblib
native_lgbm_034,220,0.06,31,-1,100,0.9,0.9,1,0.0,0.0,0.8506928357831782,0.7786573780873971,0.8359206798866855,0.8062735668615771,0.9345923152326201,models\overfitting_experiment_binary_native\native_lgbm_034.joblib
native_lgbm_090,220,0.06,31,12,50,0.75,0.9,1,0.0,2.0,0.8510297771974897,0.7803223070398643,0.8339943342776204,0.8062660897190119,0.9340845042606855,models\overfitting_experiment_binary_native\native_lgbm_090.joblib
native_lgbm_036,220,0.06,31,-1,100,0.9,0.9,1,0.0,2.0,0.850819188813545,0.7793169081103944,0.8351274787535411,0.8062575210589651,0.9343756824369822,models\overfitting_experiment_binary_native\native_lgbm_036.joblib
native_lgbm_091,220,0.06,31,12,50,0.9,0.75,1,0.0,0.0,0.8506507181063893,0.7785751978891821,0.8359206798866855,0.8062295081967213,0.9347049726417541,models\overfitting_experiment_binary_native\native_lgbm_091.joblib
native_lgbm_041,220,0.06,31,8,20,0.75,0.9,1,0.0,0.5,0.850819188813545,0.7794942334144535,0.8347875354107649,0.8061939155176188,0.9332311328368452,models\overfitting_experiment_binary_native\native_lgbm_041.joblib
native_lgbm_027,220,0.06,31,-1,100,0.75,0.75,1,0.0,2.0,0.850819188813545,0.7797902764537655,0.8342209631728046,0.8060878134238476,0.9343896017777258,models\overfitting_experiment_binary_native\native_lgbm_027.joblib
native_lgbm_106,220,0.06,31,12,100,0.9,0.9,1,0.0,0.0,0.850861306490334,0.7800508797964808,0.8338810198300284,0.8060682403198423,0.9342871607469274,models\overfitting_experiment_binary_native\native_lgbm_106.joblib
native_lgbm_077,220,0.06,31,12,20,0.75,0.9,1,0.0,0.5,0.850819188813545,0.7798495603347813,0.8341076487252125,0.8060665790626369,0.934144993575835,models\overfitting_experiment_binary_native\native_lgbm_077.joblib
native_lgbm_011,220,0.06,31,-1,20,0.9,0.9,1,0.0,0.5,0.850903424167123,0.7803118701601782,0.8335410764872522,0.8060486522024983,0.9343049159769345,models\overfitting_experiment_binary_native\native_lgbm_011.joblib
native_lgbm_071,220,0.06,31,8,100,0.9,0.9,1,0.0,0.5,0.8503980120456556,0.7779652082235108,0.8361473087818697,0.8060076460950301,0.9331792078091109,models\overfitting_experiment_binary_native\native_lgbm_071.joblib
native_lgbm_055,220,0.06,31,8,50,0.9,0.75,1,0.0,0.0,0.8504401297224445,0.7782232538510234,0.8358073654390935,0.8059880893842539,0.9337847542011531,models\overfitting_experiment_binary_native\native_lgbm_055.joblib
native_lgbm_088,220,0.06,31,12,50,0.75,0.9,1,0.0,0.0,0.850903424167123,0.7805499522242276,0.8330878186968839,0.8059636044727033,0.9342822082720762,models\overfitting_experiment_binary_native\native_lgbm_088.joblib
native_lgbm_066,220,0.06,31,8,100,0.75,0.9,1,0.0,2.0,0.8504401297224445,0.7783407219759342,0.8355807365439093,0.8059456800918083,0.933257699218428,models\overfitting_experiment_binary_native\native_lgbm_066.joblib
native_lgbm_064,220,0.06,31,8,100,0.75,0.9,1,0.0,0.0,0.8503558943688666,0.7779417967102489,0.8360339943342776,0.8059424326833797,0.9333308089890456,models\overfitting_experiment_binary_native\native_lgbm_064.joblib
native_lgbm_099,220,0.06,31,12,100,0.75,0.75,1,0.0,2.0,0.8507349534599672,0.7798029034650843,0.8338810198300284,0.8059358230204797,0.934209577038139,models\overfitting_experiment_binary_native\native_lgbm_099.joblib
native_lgbm_084,220,0.06,31,12,20,0.9,0.9,1,0.0,2.0,0.8506928357831782,0.77960177928405,0.8341076487252125,0.8059341982810533,0.9340376722304785,models\overfitting_experiment_binary_native\native_lgbm_084.joblib
native_lgbm_061,220,0.06,31,8,100,0.75,0.75,1,0.0,0.0,0.8503558943688666,0.77800042185193,0.8359206798866855,0.8059212323155077,0.9337777964297365,models\overfitting_experiment_binary_native\native_lgbm_061.joblib
native_lgbm_035,220,0.06,31,-1,100,0.9,0.9,1,0.0,0.5,0.850819188813545,0.7804437838411721,0.8329745042492918,0.8058539793904845,0.9345474467219667,models\overfitting_experiment_binary_native\native_lgbm_035.joblib
native_lgbm_102,220,0.06,31,12,100,0.75,0.9,1,0.0,2.0,0.850819188813545,0.7804437838411721,0.8329745042492918,0.8058539793904845,0.9337755328752801,models\overfitting_experiment_binary_native\native_lgbm_102.joblib
native_lgbm_056,220,0.06,31,8,50,0.9,0.75,1,0.0,0.5,0.850061070631344,0.7769012306721363,0.8369405099150141,0.8058040584769801,0.9334591821504299,models\overfitting_experiment_binary_native\native_lgbm_056.joblib
native_lgbm_107,220,0.06,31,12,100,0.9,0.9,1,0.0,0.5,0.8503980120456556,0.7785525620707872,0.835014164305949,0.8057955166757791,0.9344695287970842,models\overfitting_experiment_binary_native\native_lgbm_107.joblib
native_lgbm_070,220,0.06,31,8,100,0.9,0.9,1,0.0,0.0,0.8503558943688666,0.7783526927138331,0.8352407932011331,0.805793932768516,0.9331144800262207,models\overfitting_experiment_binary_native\native_lgbm_070.joblib
native_lgbm_096,220,0.06,31,12,50,0.9,0.9,1,0.0,2.0,0.8505243650760224,0.779212531752752,0.8342209631728046,0.8057790182236086,0.934103816633859,models\overfitting_experiment_binary_native\native_lgbm_096.joblib
native_lgbm_049,220,0.06,31,8,50,0.75,0.75,1,0.0,0.0,0.8502716590152887,0.7780122388689596,0.8355807365439093,0.8057695459760695,0.9336192944470376,models\overfitting_experiment_binary_native\native_lgbm_049.joblib
native_lgbm_086,220,0.06,31,12,50,0.75,0.75,1,0.0,0.5,0.8505664827528113,0.7794725135049253,0.8338810198300284,0.8057593342822731,0.934673989290653,models\overfitting_experiment_binary_native\native_lgbm_086.joblib
native_lgbm_012,220,0.06,31,-1,20,0.9,0.9,1,0.0,2.0,0.8505243650760224,0.779271649375397,0.8341076487252125,0.8057577581960483,0.9342777419297258,models\overfitting_experiment_binary_native\native_lgbm_012.joblib
native_lgbm_089,220,0.06,31,12,50,0.75,0.9,1,0.0,0.5,0.850819188813545,0.7807418429163567,0.8324079320113315,0.8057475046616212,0.9342895990052513,models\overfitting_experiment_binary_native\native_lgbm_089.joblib
native_lgbm_078,220,0.06,31,12,20,0.75,0.9,1,0.0,2.0,0.8507349534599672,0.7803376154581165,0.8328611898016998,0.8057443543082657,0.9341342834691782,models\overfitting_experiment_binary_native\native_lgbm_078.joblib
native_lgbm_068,220,0.06,31,8,100,0.9,0.75,1,0.0,0.5,0.8502716590152887,0.7781883445945946,0.8352407932011331,0.8057058534185932,0.933580912766941,models\overfitting_experiment_binary_native\native_lgbm_068.joblib
native_lgbm_042,220,0.06,31,8,20,0.75,0.9,1,0.0,2.0,0.8502716590152887,0.7781883445945946,0.8352407932011331,0.8057058534185932,0.9328805135686037,models\overfitting_experiment_binary_native\native_lgbm_042.joblib
native_lgbm_009,220,0.06,31,-1,20,0.9,0.75,1,0.0,2.0,0.8502295413384998,0.778164924506388,0.8351274787535411,0.8056405771753389,0.934395256865957,models\overfitting_experiment_binary_native\native_lgbm_009.joblib
native_lgbm_038,220,0.06,31,8,20,0.75,0.75,1,0.0,0.5,0.8501031883081329,0.7776254744833404,0.8356940509915014,0.8056147249986345,0.9335722345422208,models\overfitting_experiment_binary_native\native_lgbm_038.joblib
native_lgbm_006,220,0.06,31,-1,20,0.75,0.9,1,0.0,2.0,0.8503558943688666,0.7788827761320355,0.8342209631728046,0.8056026700224326,0.9341747236165827,models\overfitting_experiment_binary_native\native_lgbm_006.joblib
native_lgbm_015,220,0.06,31,-1,50,0.75,0.75,1,0.0,2.0,0.8503137766920776,0.7788593799597926,0.8341076487252125,0.8055373166994966,0.934102760814834,models\overfitting_experiment_binary_native\native_lgbm_015.joblib
native_lgbm_094,220,0.06,31,12,50,0.9,0.9,1,0.0,0.0,0.8502716590152887,0.7787180029617093,0.8342209631728046,0.8055145248645987,0.934280749874574,models\overfitting_experiment_binary_native\native_lgbm_094.joblib
native_lgbm_065,220,0.06,31,8,100,0.75,0.9,1,0.0,0.5,0.8498504822473992,0.7768421052631579,0.8362606232294617,0.8054570259208731,0.9331912357905938,models\overfitting_experiment_binary_native\native_lgbm_065.joblib
native_lgbm_063,220,0.06,31,8,100,0.75,0.75,1,0.0,2.0,0.8496820115402435,0.7761084261399454,0.8370538243626062,0.8054298642533937,0.9331391512506327,models\overfitting_experiment_binary_native\native_lgbm_063.joblib
native_lgbm_085,220,0.06,31,12,50,0.75,0.75,1,0.0,0.0,0.8501453059849219,0.7783532396152627,0.8344475920679887,0.8054249152356995,0.9349219814304981,models\overfitting_experiment_binary_native\native_lgbm_085.joblib
native_lgbm_101,220,0.06,31,12,100,0.75,0.9,1,0.0,0.5,0.8502716590152887,0.7790131300296484,0.8336543909348442,0.8054080683124418,0.9339927353574422,models\overfitting_experiment_binary_native\native_lgbm_101.joblib
native_lgbm_021,220,0.06,31,-1,50,0.9,0.75,1,0.0,2.0,0.8501031883081329,0.7782121724429417,0.8345609065155808,0.8054021543003992,0.9341881986018372,models\overfitting_experiment_binary_native\native_lgbm_021.joblib
native_lgbm_051,220,0.06,31,8,50,0.75,0.75,1,0.0,2.0,0.8497241292170324,0.7764223367336208,0.8366005665722379,0.8053888949492746,0.9331744300381273,models\overfitting_experiment_binary_native\native_lgbm_051.joblib
native_lgbm_033,220,0.06,31,-1,100,0.9,0.75,1,0.0,2.0,0.8498504822473992,0.7770754319426886,0.8358073654390935,0.805372058743244,0.9341144849635039,models\overfitting_experiment_binary_native\native_lgbm_033.joblib
native_lgbm_105,220,0.06,31,12,100,0.9,0.75,1,0.0,2.0,0.850061070631344,0.7781299524564184,0.8345609065155808,0.8053581191908147,0.9341306222837821,models\overfitting_experiment_binary_native\native_lgbm_105.joblib
native_lgbm_054,220,0.06,31,8,50,0.75,0.9,1,0.0,2.0,0.8501453059849219,0.7787067414541221,0.8337677053824363,0.8052971434825436,0.9327119015490537,models\overfitting_experiment_binary_native\native_lgbm_054.joblib
native_lgbm_081,220,0.06,31,12,20,0.9,0.75,1,0.0,2.0,0.8499347176009772,0.7779421085991971,0.8344475920679887,0.8052047455032529,0.9343654584628263,models\overfitting_experiment_binary_native\native_lgbm_081.joblib
native_lgbm_022,220,0.06,31,-1,50,0.9,0.9,1,0.0,0.0,0.8502295413384998,0.779581874137748,0.8324079320113315,0.8051293292415607,0.9345754411177706,models\overfitting_experiment_binary_native\native_lgbm_022.joblib
native_lgbm_067,220,0.06,31,8,100,0.9,0.75,1,0.0,0.0,0.8499768352777661,0.7783772347402941,0.8337677053824363,0.8051209103840683,0.9337737934324258,models\overfitting_experiment_binary_native\native_lgbm_067.joblib
native_lgbm_058,220,0.06,31,8,50,0.9,0.9,1,0.0,0.0,0.8498083645706103,0.7776369971491923,0.8345609065155808,0.805094009619589,0.9333219180813566,models\overfitting_experiment_binary_native\native_lgbm_058.joblib
native_lgbm_104,220,0.06,31,12,100,0.9,0.75,1,0.0,0.5,0.8498925999241882,0.7780949360397506,0.8339943342776204,0.8050754758258587,0.9344972117642546,models\overfitting_experiment_binary_native\native_lgbm_104.joblib
native_lgbm_075,220,0.06,31,12,20,0.75,0.75,1,0.0,2.0,0.8496820115402435,0.7770982707718262,0.8351274787535411,0.8050685455240592,0.9342689497677007,models\overfitting_experiment_binary_native\native_lgbm_075.joblib
native_lgbm_017,220,0.06,31,-1,50,0.75,0.9,1,0.0,0.5,0.850018952954555,0.7787545011650074,0.833201133144476,0.8050583018558055,0.9344435548894865,models\overfitting_experiment_binary_native\native_lgbm_017.joblib
native_lgbm_098,220,0.06,31,12,100,0.75,0.75,1,0.0,0.5,0.8499768352777661,0.7785540383190431,0.8334277620396601,0.8050569176882661,0.9345523688135366,models\overfitting_experiment_binary_native\native_lgbm_098.joblib
native_lgbm_044,220,0.06,31,8,20,0.9,0.75,1,0.0,0.5,0.8496398938634545,0.7769579424475598,0.8352407932011331,0.805045871559633,0.9334722849404885,models\overfitting_experiment_binary_native\native_lgbm_044.joblib
native_lgbm_057,220,0.06,31,8,50,0.9,0.75,1,0.0,2.0,0.8494293054795098,0.7759671993271657,0.8363739376770538,0.8050389922015597,0.933398468758581,models\overfitting_experiment_binary_native\native_lgbm_057.joblib
native_lgbm_076,220,0.06,31,12,20,0.75,0.9,1,0.0,0.0,0.8502295413384998,0.7798788908955699,0.8318413597733711,0.8050224805351464,0.9344941696382149,models\overfitting_experiment_binary_native\native_lgbm_076.joblib
native_lgbm_087,220,0.06,31,12,50,0.75,0.75,1,0.0,2.0,0.850061070631344,0.7792510873024292,0.8324079320113315,0.8049528818759588,0.9342684902205712,models\overfitting_experiment_binary_native\native_lgbm_087.joblib
native_lgbm_037,220,0.06,31,8,20,0.75,0.75,1,0.0,0.0,0.8496820115402435,0.7775079197465681,0.8343342776203966,0.8049193768789287,0.933376991576615,models\overfitting_experiment_binary_native\native_lgbm_037.joblib
native_lgbm_040,220,0.06,31,8,20,0.75,0.9,1,0.0,0.0,0.8498504822473992,0.7783657917019475,0.833314447592068,0.8049034094018497,0.9329833343904184,models\overfitting_experiment_binary_native\native_lgbm_040.joblib
native_lgbm_008,220,0.06,31,-1,20,0.9,0.75,1,0.0,0.5,0.8495977761866655,0.7771681789407048,0.8346742209631728,0.8048953723433317,0.9346532109241568,models\overfitting_experiment_binary_native\native_lgbm_008.joblib
native_lgbm_047,220,0.06,31,8,20,0.9,0.9,1,0.0,0.5,0.8494714231562986,0.7766304920450954,0.8352407932011331,0.8048700589648394,0.9331862339429107,models\overfitting_experiment_binary_native\native_lgbm_047.joblib
native_lgbm_003,220,0.06,31,-1,20,0.75,0.75,1,0.0,2.0,0.8495977761866655,0.7775781910397295,0.8338810198300284,0.804746022199136,0.9345268088781467,models\overfitting_experiment_binary_native\native_lgbm_003.joblib
native_lgbm_048,220,0.06,31,8,20,0.9,0.9,1,0.0,2.0,0.8494293054795098,0.7768403290445054,0.8346742209631728,0.8047195061998142,0.9329425448352789,models\overfitting_experiment_binary_native\native_lgbm_048.joblib
native_lgbm_060,220,0.06,31,8,50,0.9,0.9,1,0.0,2.0,0.8495977761866655,0.7777542820892366,0.8335410764872522,0.8046819449762074,0.9332738973052687,models\overfitting_experiment_binary_native\native_lgbm_060.joblib
native_lgbm_045,220,0.06,31,8,20,0.9,0.75,1,0.0,2.0,0.8493450701259319,0.776618174151381,0.8347875354107649,0.8046529408552237,0.9334367630867438,models\overfitting_experiment_binary_native\native_lgbm_045.joblib
native_lgbm_069,220,0.06,31,8,100,0.9,0.75,1,0.0,2.0,0.8493450701259319,0.7769100886449979,0.8342209631728046,0.8045461996612207,0.9332509959069922,models\overfitting_experiment_binary_native\native_lgbm_069.joblib
native_lgbm_093,220,0.06,31,12,50,0.9,0.75,1,0.0,2.0,0.8491344817419871,0.7766170729133692,0.8339943342776204,0.8042836848431866,0.9343514897492505,models\overfitting_experiment_binary_native\native_lgbm_093.joblib
native_lgbm_062,220,0.06,31,8,100,0.75,0.75,1,0.0,0.5,0.8488817756812534,0.7757186479941034,0.8347875354107649,0.8041698504530073,0.9337292553399567,models\overfitting_experiment_binary_native\native_lgbm_062.joblib
native_lgbm_046,220,0.06,31,8,20,0.9,0.9,1,0.0,0.0,0.8487554226508865,0.7756477775437118,0.8344475920679887,0.8039740160489109,0.9329465402367694,models\overfitting_experiment_binary_native\native_lgbm_046.joblib
native_lgbm_059,220,0.06,31,8,50,0.9,0.9,1,0.0,0.5,0.8474918923472181,0.7736067297581494,0.8336543909348442,0.8025088628306517,0.9331249698540881,models\overfitting_experiment_binary_native\native_lgbm_059.joblib
